acc_status,acc_duration,credit_history,purpose,credit_amount,savings_acc,employment_time,installment_rate,gender,other_debtors,residence_time,property,age,installment_plans,housing,num_credits_at_bank,job,num_people_maintenance,phone,foreigner,target
dm_0_to_200,18,credit_paid_so_far,business,1941,dm_greater_eq_1000,one_to_four,4,male,none,2,life_insurance_or_savings_agreement,35,none,own,1,unskilled_resident,1,yes,yes,1
no_acc,12,critical_amount,furniture_or_equipment,3331,dm_less_100,greater_eq_seven,2,male,none,4,life_insurance_or_savings_agreement,42,stores,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,12,critical_amount,education,2096,dm_less_100,four_to_seven,2,male,none,3,real_estate,49,none,own,1,unskilled_resident,2,no,yes,1
dm_less_than_0,24,credit_paid_so_far,furniture_or_equipment,3149,dm_less_100,less_one,4,male,none,1,unknown_or_no_property,22,bank,for_free,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,18,credit_paid_so_far,car_new,1042,unknown_or_no_savings,one_to_four,4,female,none,2,life_insurance_or_savings_agreement,33,none,own,1,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,12,credit_paid_so_far,car_new,2002,dm_less_100,four_to_seven,3,male,none,4,life_insurance_or_savings_agreement,30,none,rent,1,skilled_employee_or_official,2,yes,yes,1
no_acc,24,critical_amount,education,1927,unknown_or_no_savings,one_to_four,3,female,none,2,car_or_other,33,none,own,2,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,18,no_credit_this_bank,car_new,1442,dm_less_100,four_to_seven,4,male,none,4,unknown_or_no_property,32,none,for_free,2,unskilled_resident,2,no,yes,0
dm_0_to_200,18,delay_in_past_credit_payment,furniture_or_equipment,4297,dm_less_100,greater_eq_seven,4,male,none,3,unknown_or_no_property,40,none,own,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_0_to_200,18,critical_amount,business,3590,dm_less_100,unemployed,3,male,none,3,car_or_other,40,none,own,3,unemployed_or_unskilled_non_resident,2,yes,yes,1
dm_less_than_0,6,critical_amount,car_new,609,dm_less_100,four_to_seven,4,female,none,3,life_insurance_or_savings_agreement,37,none,own,2,skilled_employee_or_official,1,no,no,1
no_acc,27,credit_paid_so_far,repairs,5190,unknown_or_no_savings,greater_eq_seven,4,male,none,4,life_insurance_or_savings_agreement,48,none,own,4,skilled_employee_or_official,2,yes,yes,1
dm_less_than_0,24,critical_amount,radio_or_tv,1231,dm_greater_eq_1000,greater_eq_seven,4,female,none,4,life_insurance_or_savings_agreement,57,none,rent,2,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,30,credit_paid_so_far,radio_or_tv,2333,dm_500_to_1000,greater_eq_seven,4,male,none,2,car_or_other,30,bank,own,1,self_or_highly_qualified_employee,1,no,yes,1
no_acc,21,credit_paid_so_far,radio_or_tv,3160,unknown_or_no_savings,greater_eq_seven,4,male,none,3,life_insurance_or_savings_agreement,41,none,own,1,skilled_employee_or_official,1,yes,yes,1
no_acc,24,credit_paid_so_far,car_new,2255,unknown_or_no_savings,less_one,4,male,none,1,life_insurance_or_savings_agreement,54,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,15,credit_paid_so_far,car_new,3186,dm_greater_eq_1000,four_to_seven,2,female,none,3,car_or_other,20,none,rent,1,skilled_employee_or_official,1,no,yes,1
no_acc,6,critical_amount,radio_or_tv,1237,dm_100_to_500,one_to_four,1,female,none,1,life_insurance_or_savings_agreement,27,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,6,delay_in_past_credit_payment,radio_or_tv,683,dm_less_100,less_one,2,female,none,1,life_insurance_or_savings_agreement,29,bank,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,48,credit_paid_so_far,radio_or_tv,3060,dm_less_100,four_to_seven,4,male,none,4,real_estate,28,none,own,2,skilled_employee_or_official,1,no,yes,0
no_acc,24,credit_paid_so_far,radio_or_tv,2284,dm_less_100,four_to_seven,4,male,none,2,car_or_other,28,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,9,no_credit_this_bank,car_new,1437,dm_100_to_500,four_to_seven,2,male,none,3,unknown_or_no_property,29,none,own,1,skilled_employee_or_official,1,no,yes,0
no_acc,15,delay_in_past_credit_payment,radio_or_tv,1478,dm_less_100,one_to_four,4,male,none,3,real_estate,33,bank,own,2,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,15,critical_amount,radio_or_tv,1271,unknown_or_no_savings,one_to_four,3,male,none,4,unknown_or_no_property,39,none,for_free,2,skilled_employee_or_official,1,yes,yes,0
dm_less_than_0,6,critical_amount,radio_or_tv,338,dm_500_to_1000,greater_eq_seven,4,male,none,4,car_or_other,52,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,6,credit_paid_so_far,car_new,672,dm_less_100,unemployed,1,female,none,4,real_estate,54,none,own,1,unemployed_or_unskilled_non_resident,1,yes,yes,1
dm_greater_eq_200,18,credit_paid_so_far,radio_or_tv,2100,dm_less_100,one_to_four,4,male,co-applicant,2,real_estate,37,stores,own,1,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,12,credit_paid_so_far,business,1037,dm_100_to_500,four_to_seven,3,male,none,4,real_estate,39,none,own,1,unskilled_resident,1,no,yes,1
no_acc,27,delay_in_past_credit_payment,business,5117,dm_less_100,four_to_seven,3,male,none,4,car_or_other,26,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,6,credit_paid_so_far,car_new,14555,unknown_or_no_savings,unemployed,1,male,none,2,life_insurance_or_savings_agreement,23,none,own,1,unemployed_or_unskilled_non_resident,1,yes,yes,0
no_acc,18,critical_amount,radio_or_tv,1582,dm_greater_eq_1000,greater_eq_seven,4,male,none,4,car_or_other,46,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,36,credit_paid_so_far,radio_or_tv,3913,dm_less_100,one_to_four,2,male,none,2,real_estate,23,none,own,1,skilled_employee_or_official,1,yes,yes,1
no_acc,6,critical_amount,car_new,2080,dm_500_to_1000,one_to_four,1,male,none,2,car_or_other,24,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,24,delay_in_past_credit_payment,business,4712,unknown_or_no_savings,one_to_four,4,male,none,2,life_insurance_or_savings_agreement,37,bank,own,2,self_or_highly_qualified_employee,1,yes,yes,1
dm_0_to_200,24,critical_amount,furniture_or_equipment,4736,dm_less_100,less_one,2,female,none,4,car_or_other,25,bank,own,1,unskilled_resident,1,no,yes,0
dm_less_than_0,18,credit_paid_so_far,car_old,7511,unknown_or_no_savings,greater_eq_seven,1,male,none,4,life_insurance_or_savings_agreement,51,none,for_free,1,skilled_employee_or_official,2,yes,yes,0
no_acc,24,critical_amount,radio_or_tv,1516,dm_greater_eq_1000,one_to_four,4,female,none,1,real_estate,43,none,own,2,unskilled_resident,1,no,yes,1
dm_greater_eq_200,24,critical_amount,car_new,1344,unknown_or_no_savings,four_to_seven,4,male,none,2,real_estate,37,bank,own,2,unskilled_resident,2,no,yes,0
no_acc,15,critical_amount,radio_or_tv,1471,dm_less_100,one_to_four,4,male,none,4,unknown_or_no_property,35,none,for_free,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,30,credit_paid_so_far,radio_or_tv,2991,unknown_or_no_savings,greater_eq_seven,2,female,none,4,car_or_other,25,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,48,no_credit_this_bank,business,3609,dm_less_100,one_to_four,1,female,none,1,real_estate,27,stores,own,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,36,credit_paid_so_far,furniture_or_equipment,3959,dm_less_100,unemployed,4,male,none,3,life_insurance_or_savings_agreement,30,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_0_to_200,15,critical_amount,business,2326,dm_500_to_1000,one_to_four,2,male,none,4,car_or_other,27,bank,own,1,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,12,critical_amount,car_new,939,dm_500_to_1000,four_to_seven,4,male,none,2,real_estate,28,none,own,3,skilled_employee_or_official,1,yes,yes,0
dm_0_to_200,18,critical_amount,furniture_or_equipment,7374,dm_less_100,unemployed,4,male,none,4,life_insurance_or_savings_agreement,40,stores,own,2,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,24,credit_paid_so_far,radio_or_tv,3105,unknown_or_no_savings,less_one,4,male,none,2,car_or_other,25,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,18,credit_paid_so_far,car_new,1820,dm_less_100,one_to_four,2,male,none,2,life_insurance_or_savings_agreement,30,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_less_than_0,36,credit_paid_so_far,car_old,8335,unknown_or_no_savings,greater_eq_seven,3,male,none,4,unknown_or_no_property,47,none,for_free,1,skilled_employee_or_official,1,no,yes,0
no_acc,18,critical_amount,car_old,3229,unknown_or_no_savings,unemployed,2,male,none,4,unknown_or_no_property,38,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,6,credit_paid_so_far,radio_or_tv,2108,dm_less_100,four_to_seven,2,male,none,2,real_estate,29,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,24,credit_paid_so_far,radio_or_tv,1823,dm_less_100,unemployed,4,male,none,2,car_or_other,30,stores,own,1,self_or_highly_qualified_employee,2,no,yes,0
dm_less_than_0,12,credit_paid_so_far,domestic_appliances,741,dm_100_to_500,unemployed,4,female,none,3,life_insurance_or_savings_agreement,22,none,own,1,skilled_employee_or_official,1,no,yes,0
no_acc,24,delay_in_past_credit_payment,business,2375,dm_500_to_1000,one_to_four,4,male,none,2,car_or_other,44,none,own,2,skilled_employee_or_official,2,yes,yes,1
no_acc,6,no_credit_this_bank,car_new,783,unknown_or_no_savings,one_to_four,1,male,guarantor,2,real_estate,26,stores,own,1,unskilled_resident,2,no,yes,1
dm_less_than_0,12,critical_amount,car_new,4843,dm_less_100,greater_eq_seven,3,male,co-applicant,4,life_insurance_or_savings_agreement,43,none,rent,2,skilled_employee_or_official,1,yes,yes,0
no_acc,12,critical_amount,education,2012,unknown_or_no_savings,four_to_seven,4,female,none,2,car_or_other,61,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,36,credit_paid_so_far,radio_or_tv,4795,dm_less_100,less_one,4,female,none,1,unknown_or_no_property,30,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,6,credit_paid_so_far,car_old,1236,dm_500_to_1000,one_to_four,2,male,none,4,life_insurance_or_savings_agreement,50,none,rent,1,skilled_employee_or_official,1,no,yes,1
no_acc,10,credit_paid_so_far,retraining,894,unknown_or_no_savings,four_to_seven,4,female,none,3,life_insurance_or_savings_agreement,40,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,12,credit_paid_so_far,radio_or_tv,1534,dm_less_100,less_one,1,male,none,1,real_estate,23,none,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,24,critical_amount,radio_or_tv,2578,dm_greater_eq_1000,greater_eq_seven,2,male,none,2,car_or_other,34,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,21,credit_paid_so_far,radio_or_tv,1835,dm_less_100,one_to_four,3,female,none,2,real_estate,25,none,own,2,skilled_employee_or_official,1,yes,yes,0
dm_less_than_0,24,credit_paid_so_far,car_new,1442,dm_less_100,four_to_seven,4,female,none,4,car_or_other,23,none,rent,2,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,24,critical_amount,radio_or_tv,1216,dm_100_to_500,less_one,4,male,none,4,unknown_or_no_property,38,bank,own,2,skilled_employee_or_official,2,no,yes,0
dm_0_to_200,36,no_credit_all,business,1953,dm_less_100,greater_eq_seven,4,male,none,4,unknown_or_no_property,61,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_greater_eq_200,6,critical_amount,car_new,1299,dm_less_100,one_to_four,1,male,none,1,real_estate,74,none,own,3,unemployed_or_unskilled_non_resident,2,no,no,1
dm_0_to_200,20,delay_in_past_credit_payment,other,2629,dm_less_100,one_to_four,2,male,none,3,car_or_other,29,bank,own,2,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,24,credit_paid_so_far,car_new,1381,unknown_or_no_savings,one_to_four,4,female,none,2,life_insurance_or_savings_agreement,35,none,own,1,skilled_employee_or_official,1,no,yes,0
dm_less_than_0,42,credit_paid_so_far,furniture_or_equipment,7882,dm_less_100,four_to_seven,2,male,guarantor,4,life_insurance_or_savings_agreement,45,none,for_free,1,skilled_employee_or_official,2,no,yes,1
dm_greater_eq_200,18,credit_paid_so_far,car_new,1961,dm_less_100,greater_eq_seven,3,female,none,2,car_or_other,23,none,own,1,self_or_highly_qualified_employee,1,no,yes,1
no_acc,24,delay_in_past_credit_payment,business,2978,unknown_or_no_savings,one_to_four,4,male,none,4,real_estate,32,none,own,2,skilled_employee_or_official,2,yes,yes,1
dm_less_than_0,24,no_credit_this_bank,car_old,3632,dm_less_100,one_to_four,1,female,guarantor,4,car_or_other,22,bank,rent,1,skilled_employee_or_official,1,no,no,1
dm_0_to_200,36,credit_paid_so_far,radio_or_tv,2323,dm_less_100,four_to_seven,4,male,none,4,car_or_other,24,none,rent,1,skilled_employee_or_official,1,no,yes,1
no_acc,18,credit_paid_so_far,radio_or_tv,1505,dm_less_100,one_to_four,4,male,none,2,unknown_or_no_property,32,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_less_than_0,12,credit_paid_so_far,education,1200,unknown_or_no_savings,one_to_four,4,female,none,4,life_insurance_or_savings_agreement,23,bank,rent,1,skilled_employee_or_official,1,yes,yes,1
no_acc,24,credit_paid_so_far,car_old,2679,dm_less_100,less_one,4,female,none,1,unknown_or_no_property,29,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_less_than_0,24,delay_in_past_credit_payment,car_new,4870,dm_less_100,one_to_four,3,male,none,4,unknown_or_no_property,53,none,for_free,2,skilled_employee_or_official,2,no,yes,0
no_acc,12,credit_paid_so_far,radio_or_tv,1262,dm_less_100,one_to_four,3,male,none,2,car_or_other,25,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,30,no_credit_all,business,8072,unknown_or_no_savings,less_one,2,male,none,3,car_or_other,25,bank,own,3,skilled_employee_or_official,1,no,yes,1
no_acc,36,delay_in_past_credit_payment,radio_or_tv,4454,dm_less_100,one_to_four,4,female,none,4,real_estate,34,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,21,credit_paid_so_far,car_new,2923,dm_100_to_500,one_to_four,1,female,none,1,car_or_other,28,bank,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,30,credit_paid_so_far,car_old,4811,unknown_or_no_savings,four_to_seven,2,female,none,4,life_insurance_or_savings_agreement,24,stores,rent,1,unskilled_resident,1,no,yes,1
dm_greater_eq_200,12,credit_paid_so_far,radio_or_tv,1297,dm_less_100,one_to_four,3,male,none,4,real_estate,23,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,12,credit_paid_so_far,furniture_or_equipment,1282,dm_less_100,one_to_four,2,female,none,4,car_or_other,20,none,rent,1,skilled_employee_or_official,1,no,yes,0
dm_less_than_0,36,credit_paid_so_far,other,15857,dm_less_100,unemployed,2,male,co-applicant,3,car_or_other,43,none,own,1,self_or_highly_qualified_employee,1,no,yes,1
no_acc,21,delay_in_past_credit_payment,business,2580,dm_500_to_1000,less_one,4,male,none,2,real_estate,41,bank,own,1,unskilled_resident,2,no,yes,0
dm_greater_eq_200,24,credit_paid_so_far,furniture_or_equipment,1925,dm_less_100,one_to_four,2,male,none,2,real_estate,26,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,18,credit_paid_so_far,radio_or_tv,433,dm_less_100,unemployed,3,female,co-applicant,4,real_estate,22,none,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,12,credit_paid_so_far,radio_or_tv,776,dm_less_100,one_to_four,4,male,none,2,real_estate,28,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,36,critical_amount,education,8065,dm_less_100,one_to_four,3,female,none,2,unknown_or_no_property,25,none,own,2,self_or_highly_qualified_employee,1,yes,yes,0
no_acc,5,credit_paid_so_far,business,3448,dm_less_100,four_to_seven,1,male,none,4,real_estate,74,none,own,1,unskilled_resident,1,no,yes,1
dm_less_than_0,12,credit_paid_so_far,furniture_or_equipment,1620,dm_less_100,one_to_four,2,female,co-applicant,3,life_insurance_or_savings_agreement,30,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,24,credit_paid_so_far,car_old,9277,unknown_or_no_savings,one_to_four,2,male,none,4,unknown_or_no_property,48,none,for_free,1,skilled_employee_or_official,1,yes,yes,1
no_acc,18,credit_paid_so_far,repairs,1943,dm_less_100,less_one,4,female,none,4,real_estate,23,none,own,1,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,18,credit_paid_so_far,business,1913,dm_greater_eq_1000,less_one,3,male,none,3,real_estate,36,bank,own,1,skilled_employee_or_official,1,yes,yes,1
no_acc,12,credit_paid_so_far,furniture_or_equipment,1574,dm_less_100,one_to_four,4,male,none,2,real_estate,50,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,60,credit_paid_so_far,car_new,10366,dm_less_100,greater_eq_seven,2,male,none,4,life_insurance_or_savings_agreement,42,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_0_to_200,24,credit_paid_so_far,furniture_or_equipment,3069,dm_100_to_500,greater_eq_seven,4,male,none,4,unknown_or_no_property,30,none,for_free,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,10,critical_amount,furniture_or_equipment,2132,unknown_or_no_savings,less_one,2,female,co-applicant,3,real_estate,27,none,rent,2,skilled_employee_or_official,1,no,no,1
no_acc,12,critical_amount,furniture_or_equipment,1592,dm_greater_eq_1000,four_to_seven,3,female,none,2,life_insurance_or_savings_agreement,35,none,own,1,skilled_employee_or_official,1,no,no,1
dm_less_than_0,42,credit_paid_so_far,radio_or_tv,7174,unknown_or_no_savings,four_to_seven,4,female,none,3,car_or_other,30,none,own,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_0_to_200,18,critical_amount,car_new,1056,dm_less_100,greater_eq_seven,3,male,guarantor,3,real_estate,30,bank,own,2,skilled_employee_or_official,1,no,yes,0
no_acc,21,credit_paid_so_far,furniture_or_equipment,2241,dm_less_100,greater_eq_seven,4,male,none,2,real_estate,50,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,36,credit_paid_so_far,car_old,9398,dm_less_100,less_one,1,male,none,4,car_or_other,28,none,rent,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_greater_eq_200,12,no_credit_this_bank,radio_or_tv,409,dm_greater_eq_1000,one_to_four,3,female,none,3,real_estate,42,none,rent,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,18,credit_paid_so_far,car_old,12976,dm_less_100,unemployed,3,female,none,4,unknown_or_no_property,38,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,12,credit_paid_so_far,radio_or_tv,727,dm_100_to_500,less_one,4,male,none,3,unknown_or_no_property,33,none,own,1,unskilled_resident,1,yes,yes,0
no_acc,15,credit_paid_so_far,radio_or_tv,1979,unknown_or_no_savings,greater_eq_seven,4,male,none,2,car_or_other,35,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,21,credit_paid_so_far,business,1572,dm_greater_eq_1000,greater_eq_seven,4,female,none,4,real_estate,36,bank,own,1,unskilled_resident,1,no,yes,1
no_acc,9,critical_amount,education,936,dm_500_to_1000,greater_eq_seven,4,male,none,2,car_or_other,52,none,own,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,48,credit_paid_so_far,radio_or_tv,3979,unknown_or_no_savings,four_to_seven,4,male,none,1,car_or_other,41,none,own,2,skilled_employee_or_official,2,yes,yes,1
no_acc,18,critical_amount,radio_or_tv,2238,dm_less_100,one_to_four,2,female,none,1,car_or_other,25,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,27,critical_amount,furniture_or_equipment,4526,dm_greater_eq_1000,less_one,4,male,none,2,real_estate,32,stores,own,2,unskilled_resident,2,yes,yes,1
dm_0_to_200,30,no_credit_all,business,4221,dm_less_100,one_to_four,2,female,none,1,car_or_other,28,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,18,credit_paid_so_far,furniture_or_equipment,4153,dm_less_100,one_to_four,2,male,co-applicant,3,car_or_other,42,none,own,1,skilled_employee_or_official,1,no,yes,0
no_acc,6,critical_amount,furniture_or_equipment,1221,unknown_or_no_savings,one_to_four,1,male,none,2,life_insurance_or_savings_agreement,27,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,9,credit_paid_so_far,radio_or_tv,790,dm_500_to_1000,one_to_four,4,female,none,3,real_estate,66,none,own,1,unskilled_resident,1,no,yes,1
dm_greater_eq_200,4,credit_paid_so_far,car_new,1494,unknown_or_no_savings,less_one,1,male,none,2,real_estate,29,none,own,1,unskilled_resident,2,no,no,1
dm_less_than_0,12,critical_amount,car_new,2171,dm_less_100,one_to_four,4,male,none,4,life_insurance_or_savings_agreement,38,bank,own,2,unskilled_resident,1,no,no,1
no_acc,15,critical_amount,car_old,3368,dm_greater_eq_1000,greater_eq_seven,3,male,none,4,unknown_or_no_property,23,none,rent,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,48,no_credit_all,car_new,8358,dm_500_to_1000,less_one,1,female,none,1,car_or_other,30,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,12,delay_in_past_credit_payment,repairs,1555,dm_greater_eq_1000,greater_eq_seven,4,male,none,4,unknown_or_no_property,55,none,for_free,2,skilled_employee_or_official,2,no,yes,0
dm_less_than_0,12,no_credit_all,radio_or_tv,6199,dm_less_100,one_to_four,4,male,none,2,life_insurance_or_savings_agreement,28,none,rent,2,skilled_employee_or_official,1,yes,yes,0
dm_0_to_200,15,credit_paid_so_far,repairs,1308,dm_less_100,greater_eq_seven,4,male,none,4,car_or_other,38,none,own,2,unskilled_resident,1,no,yes,1
dm_0_to_200,12,critical_amount,domestic_appliances,1424,dm_less_100,four_to_seven,4,male,none,3,life_insurance_or_savings_agreement,26,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,6,critical_amount,car_new,362,dm_100_to_500,one_to_four,4,female,none,4,car_or_other,52,none,own,2,unskilled_resident,1,no,yes,1
dm_less_than_0,9,credit_paid_so_far,car_new,1422,dm_less_100,less_one,3,male,none,2,unknown_or_no_property,27,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,0
no_acc,12,critical_amount,business,2292,dm_less_100,unemployed,4,male,none,2,car_or_other,42,stores,own,2,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,40,critical_amount,education,5998,dm_less_100,one_to_four,4,male,none,3,unknown_or_no_property,27,bank,own,1,skilled_employee_or_official,1,yes,yes,0
dm_0_to_200,12,critical_amount,car_old,1804,dm_100_to_500,less_one,3,male,none,4,life_insurance_or_savings_agreement,44,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,24,critical_amount,education,5743,dm_less_100,less_one,2,female,none,4,unknown_or_no_property,24,none,for_free,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,15,credit_paid_so_far,repairs,2631,dm_100_to_500,one_to_four,3,female,none,2,real_estate,25,none,own,1,unskilled_resident,1,no,yes,1
no_acc,12,credit_paid_so_far,education,1393,dm_less_100,greater_eq_seven,4,male,none,4,life_insurance_or_savings_agreement,47,bank,own,3,skilled_employee_or_official,2,yes,yes,1
dm_0_to_200,24,delay_in_past_credit_payment,business,6967,dm_100_to_500,four_to_seven,4,male,none,4,car_or_other,36,none,rent,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,36,delay_in_past_credit_payment,car_new,10875,dm_less_100,greater_eq_seven,2,male,none,2,car_or_other,45,none,own,2,skilled_employee_or_official,2,yes,yes,1
dm_0_to_200,12,critical_amount,car_new,1995,dm_100_to_500,less_one,4,male,none,1,car_or_other,27,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,27,credit_paid_so_far,car_new,2570,dm_less_100,one_to_four,3,female,none,3,real_estate,21,none,rent,1,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,48,no_credit_this_bank,business,6416,dm_less_100,greater_eq_seven,4,female,none,3,unknown_or_no_property,59,none,rent,1,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,12,credit_paid_so_far,car_new,836,dm_100_to_500,less_one,4,female,none,2,life_insurance_or_savings_agreement,23,bank,own,1,unskilled_resident,1,no,yes,0
dm_less_than_0,24,credit_paid_so_far,car_old,2910,dm_less_100,four_to_seven,2,male,none,1,unknown_or_no_property,34,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_less_than_0,24,credit_paid_so_far,car_old,2812,unknown_or_no_savings,greater_eq_seven,2,female,none,4,real_estate,26,none,rent,1,skilled_employee_or_official,1,no,yes,1
no_acc,18,critical_amount,car_new,2775,dm_less_100,four_to_seven,2,male,none,2,life_insurance_or_savings_agreement,31,bank,own,2,skilled_employee_or_official,1,no,yes,0
no_acc,9,credit_paid_so_far,furniture_or_equipment,1388,dm_less_100,one_to_four,4,female,none,2,real_estate,26,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,24,delay_in_past_credit_payment,radio_or_tv,1553,dm_100_to_500,four_to_seven,3,female,none,2,life_insurance_or_savings_agreement,23,none,rent,2,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,18,critical_amount,car_new,5302,dm_less_100,greater_eq_seven,2,male,none,4,unknown_or_no_property,36,none,for_free,3,self_or_highly_qualified_employee,1,yes,yes,1
dm_less_than_0,12,credit_paid_so_far,car_old,3386,dm_less_100,greater_eq_seven,3,male,none,4,unknown_or_no_property,35,none,for_free,1,skilled_employee_or_official,1,yes,yes,0
no_acc,18,credit_paid_so_far,business,1568,dm_100_to_500,one_to_four,3,female,none,4,life_insurance_or_savings_agreement,24,none,rent,1,unskilled_resident,1,no,yes,1
dm_0_to_200,36,credit_paid_so_far,car_new,12389,unknown_or_no_savings,one_to_four,1,male,none,4,unknown_or_no_property,37,none,for_free,1,skilled_employee_or_official,1,yes,yes,0
dm_less_than_0,15,credit_paid_so_far,radio_or_tv,1053,dm_less_100,less_one,4,male,none,2,real_estate,27,none,own,1,skilled_employee_or_official,1,no,no,1
no_acc,12,no_credit_all,furniture_or_equipment,2759,dm_less_100,greater_eq_seven,2,male,none,4,life_insurance_or_savings_agreement,34,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,18,credit_paid_so_far,business,1950,dm_less_100,four_to_seven,4,male,none,1,car_or_other,34,stores,own,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,21,delay_in_past_credit_payment,car_new,2353,dm_less_100,one_to_four,1,male,none,4,life_insurance_or_savings_agreement,47,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,24,credit_paid_so_far,radio_or_tv,1552,dm_less_100,four_to_seven,3,male,none,1,car_or_other,32,bank,own,1,skilled_employee_or_official,2,no,yes,1
dm_greater_eq_200,10,credit_paid_so_far,domestic_appliances,1225,dm_less_100,one_to_four,2,male,none,2,car_or_other,37,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,18,delay_in_past_credit_payment,education,8471,unknown_or_no_savings,one_to_four,1,female,none,2,car_or_other,23,none,rent,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,10,credit_paid_so_far,car_new,7308,dm_less_100,unemployed,2,male,none,4,unknown_or_no_property,70,bank,for_free,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,48,critical_amount,car_old,11590,dm_100_to_500,one_to_four,2,female,none,4,car_or_other,24,bank,rent,2,unskilled_resident,1,no,yes,0
